locus_tag	ftype	length_bp	gene	EC_number	COG	product
Sample_Maccabi_Ecoli_SeqPlate10_A12_03518	CDS	696	lutC		COG1556	Lactate utilization protein C
Sample_Maccabi_Ecoli_SeqPlate10_A12_03519	CDS	669				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03520	CDS	2463				putative autotransporter
Sample_Maccabi_Ecoli_SeqPlate10_A12_03521	CDS	762				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03522	CDS	141				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03523	CDS	795				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03524	CDS	564	int_8	2.7.7.-		Integrase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03525	CDS	282				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03526	CDS	1671				Putative truncated GMC-type inactive oxidoreductase L894
Sample_Maccabi_Ecoli_SeqPlate10_A12_03527	CDS	1473	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03528	CDS	588	betI		COG1309	HTH-type transcriptional regulator BetI
Sample_Maccabi_Ecoli_SeqPlate10_A12_03529	CDS	2034	betT		COG1292	High-affinity choline transport protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03530	CDS	1089	pdeL	3.1.4.52	COG2200	Cyclic di-GMP phosphodiesterase PdeL
Sample_Maccabi_Ecoli_SeqPlate10_A12_03531	CDS	933	yahB_2			putative HTH-type transcriptional regulator YahB
Sample_Maccabi_Ecoli_SeqPlate10_A12_03532	CDS	498				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03533	CDS	606				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03534	CDS	864				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03535	CDS	1548	fdrA_2		COG0074	Protein FdrA
Sample_Maccabi_Ecoli_SeqPlate10_A12_03536	CDS	1419				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03537	CDS	366				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03538	CDS	951	arcC2	2.7.2.2		Carbamate kinase 2
Sample_Maccabi_Ecoli_SeqPlate10_A12_03539	CDS	1383	atzC	3.5.4.42		N-isopropylammelide isopropyl amidohydrolase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03540	CDS	1050		1.-.-.-		putative zinc-type alcohol dehydrogenase-like protein L498
Sample_Maccabi_Ecoli_SeqPlate10_A12_03541	tRNA	81				tRNA-Ser(gga)
Sample_Maccabi_Ecoli_SeqPlate10_A12_03542	CDS	633	rhtC_1		COG1280	Threonine efflux protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03543	CDS	276	bhsA_2			Multiple stress resistance protein BhsA
Sample_Maccabi_Ecoli_SeqPlate10_A12_03544	CDS	1587	prpR		COG1221	Propionate catabolism operon regulatory protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03545	CDS	891	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03546	CDS	1170	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03547	CDS	1452	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03548	CDS	1887	acs_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03549	CDS	1260	codB_1		COG1457	Cytosine permease
Sample_Maccabi_Ecoli_SeqPlate10_A12_03550	CDS	1284	codA	3.5.4.1	COG0402	Cytosine deaminase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03551	CDS	621	lacA	2.3.1.18	COG0110	Galactoside O-acetyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03552	CDS	1254	lacY			Lactose permease
Sample_Maccabi_Ecoli_SeqPlate10_A12_03553	CDS	3075	lacZ	3.2.1.23	COG3250	Beta-galactosidase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03554	CDS	1092	lacI		COG1609	Lactose operon repressor
Sample_Maccabi_Ecoli_SeqPlate10_A12_03555	CDS	540				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03556	CDS	834	frmB	3.1.2.12	COG0627	S-formylglutathione hydrolase FrmB
Sample_Maccabi_Ecoli_SeqPlate10_A12_03557	CDS	1110		1.-.-.-		putative zinc-type alcohol dehydrogenase-like protein L498
Sample_Maccabi_Ecoli_SeqPlate10_A12_03558	CDS	276	frmR		COG1937	Transcriptional repressor FrmR
Sample_Maccabi_Ecoli_SeqPlate10_A12_03559	CDS	774				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03560	CDS	525	glmU_3			Bifunctional protein GlmU
Sample_Maccabi_Ecoli_SeqPlate10_A12_03561	CDS	1044				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03562	CDS	1266	intS_3		COG0582	Prophage integrase IntS
Sample_Maccabi_Ecoli_SeqPlate10_A12_03563	tRNA	76				tRNA-Phe(gaa)
Sample_Maccabi_Ecoli_SeqPlate10_A12_03564	CDS	576				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03565	CDS	1698	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
Sample_Maccabi_Ecoli_SeqPlate10_A12_03566	CDS	339	cutA		COG1324	Divalent-cation tolerance protein CutA
Sample_Maccabi_Ecoli_SeqPlate10_A12_03567	CDS	1302	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
Sample_Maccabi_Ecoli_SeqPlate10_A12_03568	CDS	1437	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03569	CDS	477				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03570	CDS	1257	yjeH		COG0531	L-methionine/branched-chain amino acid exporter YjeH
Sample_Maccabi_Ecoli_SeqPlate10_A12_03571	CDS	294	groS		COG0234	10 kDa chaperonin
Sample_Maccabi_Ecoli_SeqPlate10_A12_03572	CDS	1647	groL			60 kDa chaperonin
Sample_Maccabi_Ecoli_SeqPlate10_A12_03573	CDS	354				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03574	CDS	870				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03575	CDS	1029	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03576	CDS	567	efp		COG0231	Elongation factor P
Sample_Maccabi_Ecoli_SeqPlate10_A12_03577	CDS	126				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03578	CDS	147				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03579	CDS	318	gdx		COG2076	Guanidinium exporter
Sample_Maccabi_Ecoli_SeqPlate10_A12_03580	CDS	534				Putative lipocalin R877
Sample_Maccabi_Ecoli_SeqPlate10_A12_03581	CDS	1134	ampC	3.5.2.6	COG1680	Beta-lactamase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03582	CDS	360	frdD		COG3080	Fumarate reductase subunit D
Sample_Maccabi_Ecoli_SeqPlate10_A12_03583	CDS	396	frdC		COG3029	Fumarate reductase subunit C
Sample_Maccabi_Ecoli_SeqPlate10_A12_03584	CDS	735	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
Sample_Maccabi_Ecoli_SeqPlate10_A12_03585	CDS	1809	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
Sample_Maccabi_Ecoli_SeqPlate10_A12_03586	CDS	978	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03587	CDS	1458	yjeM			Inner membrane transporter YjeM
Sample_Maccabi_Ecoli_SeqPlate10_A12_03588	CDS	3324	mscM		COG3264	Miniconductance mechanosensitive channel MscM
Sample_Maccabi_Ecoli_SeqPlate10_A12_03589	CDS	969	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
Sample_Maccabi_Ecoli_SeqPlate10_A12_03590	CDS	1053	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
Sample_Maccabi_Ecoli_SeqPlate10_A12_03591	CDS	546	orn	3.1.-.-	COG1949	Oligoribonuclease
Sample_Maccabi_Ecoli_SeqPlate10_A12_03592	tRNA	76				tRNA-Gly(gcc)
Sample_Maccabi_Ecoli_SeqPlate10_A12_03593	tRNA	76				tRNA-Gly(gcc)
Sample_Maccabi_Ecoli_SeqPlate10_A12_03594	tRNA	76				tRNA-Gly(gcc)
Sample_Maccabi_Ecoli_SeqPlate10_A12_03595	CDS	1140	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03596	CDS	1533	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
Sample_Maccabi_Ecoli_SeqPlate10_A12_03597	CDS	462	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
Sample_Maccabi_Ecoli_SeqPlate10_A12_03598	CDS	1332	amiB	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiB
Sample_Maccabi_Ecoli_SeqPlate10_A12_03599	CDS	1848	mutL		COG0323	DNA mismatch repair protein MutL
Sample_Maccabi_Ecoli_SeqPlate10_A12_03600	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03601	CDS	309	hfq		COG1923	RNA-binding protein Hfq
Sample_Maccabi_Ecoli_SeqPlate10_A12_03602	CDS	1281	hflX		COG2262	GTPase HflX
Sample_Maccabi_Ecoli_SeqPlate10_A12_03603	CDS	1260	hflK		COG0330	Modulator of FtsH protease HflK
Sample_Maccabi_Ecoli_SeqPlate10_A12_03604	CDS	1005	hflC_2		COG0330	Modulator of FtsH protease HflC
Sample_Maccabi_Ecoli_SeqPlate10_A12_03605	CDS	198				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03606	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03607	CDS	426	nsrR		COG1959	HTH-type transcriptional repressor NsrR
Sample_Maccabi_Ecoli_SeqPlate10_A12_03608	CDS	2442	rnr	3.1.13.1	COG0557	Ribonuclease R
Sample_Maccabi_Ecoli_SeqPlate10_A12_03609	CDS	732	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
Sample_Maccabi_Ecoli_SeqPlate10_A12_03610	CDS	402				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03611	CDS	699				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03612	CDS	660				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03613	CDS	399				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03614	CDS	639				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03615	CDS	1164	yjfC	6.3.1.-	COG0754	Putative acid--amine ligase YjfC
Sample_Maccabi_Ecoli_SeqPlate10_A12_03616	CDS	1626	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
Sample_Maccabi_Ecoli_SeqPlate10_A12_03617	CDS	276				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03618	CDS	330	bsmA			Lipoprotein BsmA
Sample_Maccabi_Ecoli_SeqPlate10_A12_03619	CDS	750	bphD	3.7.1.8		2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03620	CDS	756	ulaR		COG1349	HTH-type transcriptional regulator UlaR
Sample_Maccabi_Ecoli_SeqPlate10_A12_03621	CDS	1065	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
Sample_Maccabi_Ecoli_SeqPlate10_A12_03622	CDS	1398	ulaA_1		COG3037	Ascorbate-specific PTS system EIIC component
Sample_Maccabi_Ecoli_SeqPlate10_A12_03623	CDS	306	ulaB_1	2.7.1.194	COG3414	Ascorbate-specific PTS system EIIB component
Sample_Maccabi_Ecoli_SeqPlate10_A12_03624	CDS	465	ulaC_2		COG1762	Ascorbate-specific PTS system EIIA component
Sample_Maccabi_Ecoli_SeqPlate10_A12_03625	CDS	651	ulaD	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
Sample_Maccabi_Ecoli_SeqPlate10_A12_03626	CDS	855	ulaE_2	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
Sample_Maccabi_Ecoli_SeqPlate10_A12_03627	CDS	687	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
Sample_Maccabi_Ecoli_SeqPlate10_A12_03628	CDS	276				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03629	CDS	396	rpsF		COG0360	30S ribosomal protein S6
Sample_Maccabi_Ecoli_SeqPlate10_A12_03630	CDS	315	priB		COG2965	Primosomal replication protein N
Sample_Maccabi_Ecoli_SeqPlate10_A12_03631	CDS	228	rpsR		COG0238	30S ribosomal protein S18
Sample_Maccabi_Ecoli_SeqPlate10_A12_03632	CDS	450	rplI		COG0359	50S ribosomal protein L9
Sample_Maccabi_Ecoli_SeqPlate10_A12_03633	CDS	492				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03634	CDS	1269				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03635	CDS	1278	exuT_2			Hexuronate transporter
Sample_Maccabi_Ecoli_SeqPlate10_A12_03636	CDS	2073				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03637	CDS	1542	ydiF_2	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
Sample_Maccabi_Ecoli_SeqPlate10_A12_03638	CDS	777	crt	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03639	CDS	843		5.1.3.31	COG1082	D-tagatose 3-epimerase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03640	CDS	792	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
Sample_Maccabi_Ecoli_SeqPlate10_A12_03641	CDS	648	nicS			HTH-type transcriptional repressor NicS
Sample_Maccabi_Ecoli_SeqPlate10_A12_03642	CDS	639	oapA		COG3061	Opacity-associated protein OapA
Sample_Maccabi_Ecoli_SeqPlate10_A12_03643	CDS	621	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03644	CDS	1413	cycA			D-serine/D-alanine/glycine transporter
Sample_Maccabi_Ecoli_SeqPlate10_A12_03645	CDS	663	ytfE		COG2846	Iron-sulfur cluster repair protein YtfE
Sample_Maccabi_Ecoli_SeqPlate10_A12_03646	CDS	966	ytfF			Inner membrane protein YtfF
Sample_Maccabi_Ecoli_SeqPlate10_A12_03647	CDS	861	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
Sample_Maccabi_Ecoli_SeqPlate10_A12_03648	CDS	381	hxlR		COG1733	HTH-type transcriptional activator HxlR
Sample_Maccabi_Ecoli_SeqPlate10_A12_03649	CDS	1944	cpdB	3.1.3.6	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03650	CDS	741	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
Sample_Maccabi_Ecoli_SeqPlate10_A12_03651	CDS	558	ytfJ_2		COG3054	putative protein YtfJ
Sample_Maccabi_Ecoli_SeqPlate10_A12_03652	CDS	207				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03653	CDS	1344				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03654	CDS	639	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
Sample_Maccabi_Ecoli_SeqPlate10_A12_03655	CDS	1734	tamA		COG0729	Translocation and assembly module subunit TamA
Sample_Maccabi_Ecoli_SeqPlate10_A12_03656	CDS	3780	tamB		COG2911	Translocation and assembly module subunit TamB
Sample_Maccabi_Ecoli_SeqPlate10_A12_03657	CDS	342	ytfP		COG2105	Gamma-glutamylcyclotransferase family protein YtfP
Sample_Maccabi_Ecoli_SeqPlate10_A12_03658	CDS	531	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03659	CDS	957	ytfQ			ABC transporter periplasmic-binding protein YtfQ
Sample_Maccabi_Ecoli_SeqPlate10_A12_03660	CDS	1503	fruK	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
Sample_Maccabi_Ecoli_SeqPlate10_A12_03661	CDS	1023	ytfT			Inner membrane ABC transporter permease protein YtfT
Sample_Maccabi_Ecoli_SeqPlate10_A12_03662	CDS	996	yjfF			Inner membrane ABC transporter permease protein YjfF
Sample_Maccabi_Ecoli_SeqPlate10_A12_03663	CDS	999	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
Sample_Maccabi_Ecoli_SeqPlate10_A12_03664	CDS	1374	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03665	CDS	552				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03666	CDS	1353	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
Sample_Maccabi_Ecoli_SeqPlate10_A12_03667	CDS	387	cybC		COG3783	Soluble cytochrome b562
Sample_Maccabi_Ecoli_SeqPlate10_A12_03668	CDS	465	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03669	CDS	2139	nrdD	1.1.98.6		Anaerobic ribonucleoside-triphosphate reductase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03670	CDS	1656	treC	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03671	CDS	1422	treB		COG1263	PTS system trehalose-specific EIIBC component
Sample_Maccabi_Ecoli_SeqPlate10_A12_03672	CDS	948	treR		COG1609	HTH-type transcriptional regulator TreR
Sample_Maccabi_Ecoli_SeqPlate10_A12_03673	CDS	2697	mgtA	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
Sample_Maccabi_Ecoli_SeqPlate10_A12_03674	CDS	387	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03675	CDS	462	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
Sample_Maccabi_Ecoli_SeqPlate10_A12_03676	CDS	936	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
Sample_Maccabi_Ecoli_SeqPlate10_A12_03677	CDS	489	argR_1			Arginine repressor
Sample_Maccabi_Ecoli_SeqPlate10_A12_03678	CDS	1404				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03679	CDS	1005	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03680	CDS	933	arcC1_3	2.7.2.2		Carbamate kinase 1
Sample_Maccabi_Ecoli_SeqPlate10_A12_03681	CDS	1221	arcA_2	3.5.3.6	COG2235	Arginine deiminase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03682	CDS	453	tabA_2		COG2731	Toxin-antitoxin biofilm protein TabA
Sample_Maccabi_Ecoli_SeqPlate10_A12_03683	CDS	1005	argI	2.1.3.3	COG0078	Ornithine carbamoyltransferase subunit I
Sample_Maccabi_Ecoli_SeqPlate10_A12_03684	CDS	417	rraB		COG3076	Regulator of ribonuclease activity B
Sample_Maccabi_Ecoli_SeqPlate10_A12_03685	CDS	504				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03686	CDS	1188	yjgN		COG4269	Inner membrane protein YjgN
Sample_Maccabi_Ecoli_SeqPlate10_A12_03687	CDS	2856	valS	6.1.1.9	COG0525	Valine--tRNA ligase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03688	CDS	444	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
Sample_Maccabi_Ecoli_SeqPlate10_A12_03689	CDS	1512	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03690	CDS	1080	lptF_2		COG0795	Lipopolysaccharide export system permease protein LptF
Sample_Maccabi_Ecoli_SeqPlate10_A12_03691	CDS	1083	lptG_2		COG0795	Lipopolysaccharide export system permease protein LptG
Sample_Maccabi_Ecoli_SeqPlate10_A12_03692	CDS	1503				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03693	CDS	999	gntR_2			HTH-type transcriptional regulator GntR
Sample_Maccabi_Ecoli_SeqPlate10_A12_03694	CDS	1320	idnT_2		COG2610	Gnt-II system L-idonate transporter
Sample_Maccabi_Ecoli_SeqPlate10_A12_03695	CDS	765	idnO	1.1.1.69		5-keto-D-gluconate 5-reductase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03696	CDS	1032		1.-.-.-		putative zinc-type alcohol dehydrogenase-like protein L498
Sample_Maccabi_Ecoli_SeqPlate10_A12_03697	CDS	564	gntK_2	2.7.1.12	COG3265	Thermoresistant gluconokinase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03698	CDS	1020		1.-.-.-		putative zinc-type alcohol dehydrogenase-like protein L498
Sample_Maccabi_Ecoli_SeqPlate10_A12_03699	tRNA	85				tRNA-Leu(caa)
Sample_Maccabi_Ecoli_SeqPlate10_A12_03700	CDS	1263	intA_4		COG0582	Prophage integrase IntA
Sample_Maccabi_Ecoli_SeqPlate10_A12_03701	tRNA	76				tRNA-Thr(ggt)
Sample_Maccabi_Ecoli_SeqPlate10_A12_03702	rRNA	111				5S ribosomal RNA
Sample_Maccabi_Ecoli_SeqPlate10_A12_03703	CDS	759	glnQ_3			Glutamine transport ATP-binding protein GlnQ
Sample_Maccabi_Ecoli_SeqPlate10_A12_03704	CDS	1104	yhdY		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
Sample_Maccabi_Ecoli_SeqPlate10_A12_03705	CDS	1182	gltJ_2		COG0765	Glutamate/aspartate import permease protein GltJ
Sample_Maccabi_Ecoli_SeqPlate10_A12_03706	CDS	1026	yhdW			Putative amino-acid ABC transporter-binding protein YhdW
Sample_Maccabi_Ecoli_SeqPlate10_A12_03707	CDS	222				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03708	CDS	126				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03709	CDS	3105	acrF		COG0841	Multidrug export protein AcrF
Sample_Maccabi_Ecoli_SeqPlate10_A12_03710	CDS	1158	acrE			Multidrug export protein AcrE
Sample_Maccabi_Ecoli_SeqPlate10_A12_03711	CDS	663	acrR_2		COG1309	HTH-type transcriptional regulator AcrR
Sample_Maccabi_Ecoli_SeqPlate10_A12_03712	CDS	180				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03713	CDS	885	yhdJ	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
Sample_Maccabi_Ecoli_SeqPlate10_A12_03714	CDS	297	fis		COG2901	DNA-binding protein Fis
Sample_Maccabi_Ecoli_SeqPlate10_A12_03715	CDS	966	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
Sample_Maccabi_Ecoli_SeqPlate10_A12_03716	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03717	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
Sample_Maccabi_Ecoli_SeqPlate10_A12_03718	CDS	243	yhdT		COG3924	putative membrane protein YhdT
Sample_Maccabi_Ecoli_SeqPlate10_A12_03719	CDS	957		2.7.1.101	COG0524	Tagatose kinase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03720	CDS	816	srlR_8		COG1349	Glucitol operon repressor
Sample_Maccabi_Ecoli_SeqPlate10_A12_03721	CDS	855	gatY_2	4.1.2.40		D-tagatose-1,6-bisphosphate aldolase subunit GatY
Sample_Maccabi_Ecoli_SeqPlate10_A12_03722	CDS	891	rbsB_2		COG1879	Ribose import binding protein RbsB
Sample_Maccabi_Ecoli_SeqPlate10_A12_03723	CDS	1500	rbsA_3	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
Sample_Maccabi_Ecoli_SeqPlate10_A12_03724	CDS	990	rbsC_3		COG1172	Ribose import permease protein RbsC
Sample_Maccabi_Ecoli_SeqPlate10_A12_03725	CDS	963		2.7.1.101	COG0524	Tagatose kinase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03726	CDS	1047				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03727	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03728	CDS	471	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03729	CDS	264				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03730	CDS	975	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
Sample_Maccabi_Ecoli_SeqPlate10_A12_03731	CDS	1941	csrD			RNase E specificity factor CsrD
Sample_Maccabi_Ecoli_SeqPlate10_A12_03732	CDS	1044	ORF3_4			Movement protein Hsp70h
Sample_Maccabi_Ecoli_SeqPlate10_A12_03733	CDS	1104	mreC		COG1792	Cell shape-determining protein MreC
Sample_Maccabi_Ecoli_SeqPlate10_A12_03734	CDS	489	mreD		COG2891	Rod shape-determining protein MreD
Sample_Maccabi_Ecoli_SeqPlate10_A12_03735	CDS	594	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
Sample_Maccabi_Ecoli_SeqPlate10_A12_03736	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
Sample_Maccabi_Ecoli_SeqPlate10_A12_03737	CDS	3801				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A12_03738	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
Sample_Maccabi_Ecoli_SeqPlate10_A12_03739	CDS	930	dmlR_4			HTH-type transcriptional regulator DmlR
Sample_Maccabi_Ecoli_SeqPlate10_A12_03740	CDS	204	aaeX			Protein AaeX
Sample_Maccabi_Ecoli_SeqPlate10_A12_03741	CDS	933	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
Sample_Maccabi_Ecoli_SeqPlate10_A12_03742	CDS	1968	aaeB_2		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
Sample_Maccabi_Ecoli_SeqPlate10_A12_03743	CDS	273	yhcO		COG2732	putative protein YhcO
Sample_Maccabi_Ecoli_SeqPlate10_A12_03744	CDS	264	bhsA_3			Multiple stress resistance protein BhsA
Sample_Maccabi_Ecoli_SeqPlate10_A12_03745	CDS	471	argR_2		COG1438	Arginine repressor
