locus_tag	ftype	length_bp	gene	EC_number	COG	product
Sample_Maccabi_Ecoli_SeqPlate10_A3_03577	CDS	606	ubiJ_2		COG3165	Ubiquinone biosynthesis accessory factor UbiJ
Sample_Maccabi_Ecoli_SeqPlate10_A3_03578	CDS	1641	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
Sample_Maccabi_Ecoli_SeqPlate10_A3_03579	CDS	270	tatA		COG1826	Sec-independent protein translocase protein TatA
Sample_Maccabi_Ecoli_SeqPlate10_A3_03580	CDS	516	tatB		COG1826	Sec-independent protein translocase protein TatB
Sample_Maccabi_Ecoli_SeqPlate10_A3_03581	CDS	777	tatC		COG0805	Sec-independent protein translocase protein TatC
Sample_Maccabi_Ecoli_SeqPlate10_A3_03582	CDS	783	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
Sample_Maccabi_Ecoli_SeqPlate10_A3_03583	CDS	489	rfaH		COG0250	Transcription antitermination protein RfaH
Sample_Maccabi_Ecoli_SeqPlate10_A3_03584	CDS	1494	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03585	CDS	702	fre	1.5.1.41	COG0543	NAD(P)H-flavin reductase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03586	CDS	1164	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadA
Sample_Maccabi_Ecoli_SeqPlate10_A3_03587	CDS	2190	fadB		COG1024	Fatty acid oxidation complex subunit alpha
Sample_Maccabi_Ecoli_SeqPlate10_A3_03588	CDS	1332	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03589	CDS	615	yigZ		COG1739	IMPACT family member YigZ
Sample_Maccabi_Ecoli_SeqPlate10_A3_03590	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
Sample_Maccabi_Ecoli_SeqPlate10_A3_03591	CDS	546	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [menaquinone]
Sample_Maccabi_Ecoli_SeqPlate10_A3_03592	CDS	885	yghA	1.-.-.-		putative oxidoreductase YghA
Sample_Maccabi_Ecoli_SeqPlate10_A3_03593	CDS	495				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03594	CDS	1041	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03595	CDS	888	yqhI			Protein YqhI
Sample_Maccabi_Ecoli_SeqPlate10_A3_03596	CDS	288				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03597	CDS	1119	hybO	1.12.99.6	COG1740	Hydrogenase-2 small chain
Sample_Maccabi_Ecoli_SeqPlate10_A3_03598	CDS	987	fdnH_2		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
Sample_Maccabi_Ecoli_SeqPlate10_A3_03599	CDS	1179	hybB		COG5557	putative Ni/Fe-hydrogenase 2 b-type cytochrome subunit
Sample_Maccabi_Ecoli_SeqPlate10_A3_03600	CDS	1704	hybC	1.12.99.6	COG0374	Hydrogenase-2 large chain
Sample_Maccabi_Ecoli_SeqPlate10_A3_03601	CDS	495	hybD	3.4.23.-	COG0680	Hydrogenase 2 maturation protease
Sample_Maccabi_Ecoli_SeqPlate10_A3_03602	CDS	489	hybE			Hydrogenase-2 operon protein HybE
Sample_Maccabi_Ecoli_SeqPlate10_A3_03603	CDS	342	hybF		COG0375	Hydrogenase maturation factor HybF
Sample_Maccabi_Ecoli_SeqPlate10_A3_03604	CDS	249	hybG		COG0298	Hydrogenase maturation factor HybG
Sample_Maccabi_Ecoli_SeqPlate10_A3_03605	CDS	867	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
Sample_Maccabi_Ecoli_SeqPlate10_A3_03606	CDS	1860	gss		COG0754	Bifunctional glutathionylspermidine synthetase/amidase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03607	CDS	1500	pitA_2		COG0306	Low-affinity inorganic phosphate transporter 1
Sample_Maccabi_Ecoli_SeqPlate10_A3_03608	CDS	693	tmk_1	2.7.4.9		Thymidylate kinase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03609	CDS	699				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03610	CDS	759	tmk_2	2.7.4.9		Thymidylate kinase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03611	CDS	1350	yghQ		COG2244	Inner membrane protein YghQ
Sample_Maccabi_Ecoli_SeqPlate10_A3_03612	CDS	825				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03613	CDS	561	ytfJ_1		COG3054	putative protein YtfJ
Sample_Maccabi_Ecoli_SeqPlate10_A3_03614	CDS	1071	lptF_1		COG0795	Lipopolysaccharide export system permease protein LptF
Sample_Maccabi_Ecoli_SeqPlate10_A3_03615	CDS	948	lptG_1		COG0795	Lipopolysaccharide export system permease protein LptG
Sample_Maccabi_Ecoli_SeqPlate10_A3_03616	CDS	1173	bioF_2	2.3.1.47		8-amino-7-oxononanoate synthase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03617	CDS	249	acpP_4			Acyl carrier protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03618	CDS	2622		6.2.1.-	COG0318	Long-chain-fatty-acid--AMP ligase FadD32
Sample_Maccabi_Ecoli_SeqPlate10_A3_03619	CDS	1143	yghO			Protein YghO
Sample_Maccabi_Ecoli_SeqPlate10_A3_03620	CDS	765	glcC		COG2186	Glc operon transcriptional activator
Sample_Maccabi_Ecoli_SeqPlate10_A3_03621	CDS	1500		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03622	CDS	1053		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03623	CDS	1224	lutA_2		COG0247	Lactate utilization protein A
Sample_Maccabi_Ecoli_SeqPlate10_A3_03624	CDS	405				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03625	CDS	2172	glcB	2.3.3.9	COG2225	Malate synthase G
Sample_Maccabi_Ecoli_SeqPlate10_A3_03626	CDS	1683	glcA		COG1620	Glycolate permease GlcA
Sample_Maccabi_Ecoli_SeqPlate10_A3_03627	CDS	4563				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03628	CDS	810	pppA		COG1989	Prepilin peptidase PppA
Sample_Maccabi_Ecoli_SeqPlate10_A3_03629	CDS	411	yghG			Lipoprotein YghG
Sample_Maccabi_Ecoli_SeqPlate10_A3_03630	CDS	831	gspC2			Type II secretion system protein C 2
Sample_Maccabi_Ecoli_SeqPlate10_A3_03631	CDS	2061	IV_3			Virion export protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03632	CDS	1494	epsE_2		COG2804	Type II secretion system protein E
Sample_Maccabi_Ecoli_SeqPlate10_A3_03633	CDS	1224	epsF_2		COG1459	Type II secretion system protein F
Sample_Maccabi_Ecoli_SeqPlate10_A3_03634	CDS	456	epsG		COG2165	Type II secretion system protein G
Sample_Maccabi_Ecoli_SeqPlate10_A3_03635	CDS	564	epsH			Type II secretion system protein H
Sample_Maccabi_Ecoli_SeqPlate10_A3_03636	CDS	372	xcpV		COG2165	Type II secretion system protein I
Sample_Maccabi_Ecoli_SeqPlate10_A3_03637	CDS	606	xcpW		COG4795	Type II secretion system protein J
Sample_Maccabi_Ecoli_SeqPlate10_A3_03638	CDS	978	gspK		COG3156	Putative type II secretion system protein K
Sample_Maccabi_Ecoli_SeqPlate10_A3_03639	CDS	1179	yghE			Putative type II secretion system L-type protein YghE
Sample_Maccabi_Ecoli_SeqPlate10_A3_03640	CDS	537	epsM		COG3149	Type II secretion system protein M
Sample_Maccabi_Ecoli_SeqPlate10_A3_03641	CDS	777	kpsM		COG1682	Polysialic acid transport protein KpsM
Sample_Maccabi_Ecoli_SeqPlate10_A3_03642	CDS	993				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03643	CDS	3747				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03644	CDS	681	kpsT			Polysialic acid transport ATP-binding protein KpsT
Sample_Maccabi_Ecoli_SeqPlate10_A3_03645	CDS	2490	neuO	2.3.1.136		Polysialic acid O-acetyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03646	CDS	747				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03647	CDS	372				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03648	CDS	1578				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03649	CDS	1233				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03650	CDS	2028				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03651	CDS	741	kpsU	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03652	CDS	1677	kpsD		COG1596	Polysialic acid transport protein KpsD
Sample_Maccabi_Ecoli_SeqPlate10_A3_03653	CDS	1149				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03654	CDS	984	kpsF	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KpsF
Sample_Maccabi_Ecoli_SeqPlate10_A3_03655	CDS	156				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03656	CDS	741				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03657	CDS	396				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03658	CDS	846				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03659	CDS	198				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03660	CDS	489	yeeW_1			Protein YeeW
Sample_Maccabi_Ecoli_SeqPlate10_A3_03661	CDS	378	cbtA_1			Cytoskeleton-binding toxin CbtA
Sample_Maccabi_Ecoli_SeqPlate10_A3_03662	CDS	381	cbeA_1			Cytoskeleton bundling-enhancing antitoxin CbeA
Sample_Maccabi_Ecoli_SeqPlate10_A3_03663	CDS	645				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03664	CDS	222				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03665	CDS	660				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03666	CDS	681	pphC	3.1.3.16		Serine/threonine-protein phosphatase 3
Sample_Maccabi_Ecoli_SeqPlate10_A3_03667	CDS	462				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03668	CDS	1947	yegI	2.7.-.-	COG4248	Protein kinase YegI
Sample_Maccabi_Ecoli_SeqPlate10_A3_03669	CDS	1353	ORF3_5			Movement protein Hsp70h
Sample_Maccabi_Ecoli_SeqPlate10_A3_03670	CDS	858	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase 2
Sample_Maccabi_Ecoli_SeqPlate10_A3_03671	CDS	3318	dgcE	2.7.7.65	COG2202	putative diguanylate cyclase DgcE
Sample_Maccabi_Ecoli_SeqPlate10_A3_03672	CDS	642	udk	2.7.1.48	COG0572	Uridine kinase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03673	CDS	582	dcd	3.5.4.13	COG0717	dCTP deaminase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03674	CDS	1854				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03675	CDS	291				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03676	CDS	339				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03677	CDS	1584				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03678	CDS	1140				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03679	CDS	444	wzb	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase Wzb
Sample_Maccabi_Ecoli_SeqPlate10_A3_03680	CDS	2163	wzc	2.7.10.-	COG0489	Tyrosine-protein kinase wzc
Sample_Maccabi_Ecoli_SeqPlate10_A3_03681	CDS	840	wfgD	2.4.1.305		UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase WfgD
Sample_Maccabi_Ecoli_SeqPlate10_A3_03682	CDS	489	cysE_1	2.3.1.30	COG1045	Serine acetyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03683	CDS	1218				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03684	CDS	1218				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03685	CDS	747		2.4.-.-	COG0463	putative glycosyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03686	CDS	549		2.3.1.-	COG0110	Putative acetyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03687	CDS	1122	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03688	CDS	966	fcl	1.1.1.271	COG0451	GDP-L-fucose synthase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03689	CDS	483	gmm	3.6.1.-	COG0494	GDP-mannose mannosyl hydrolase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03690	CDS	1224	kanE	2.4.1.301		Alpha-D-kanosaminyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03691	CDS	1437	manC1	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
Sample_Maccabi_Ecoli_SeqPlate10_A3_03692	CDS	1371	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03693	CDS	1395	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03694	CDS	1479	wzxC		COG2244	Lipopolysaccharide biosynthesis protein WzxC
Sample_Maccabi_Ecoli_SeqPlate10_A3_03695	CDS	1353				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03696	CDS	1221	pimB	2.4.1.346	COG0438	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03697	CDS	1395				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03698	CDS	996	gnu	5.1.3.26	COG0451	N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-epimerase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03699	CDS	894	galF	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03700	CDS	1086	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03701	CDS	900	rfbD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03702	CDS	879	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
Sample_Maccabi_Ecoli_SeqPlate10_A3_03703	CDS	543	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03704	CDS	1218				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03705	CDS	1323				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03706	CDS	801	glyG			Glycosyltransferase GlyG
Sample_Maccabi_Ecoli_SeqPlate10_A3_03707	CDS	945	pglI	2.4.1.293	COG0463	GalNAc(5)-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03708	CDS	1062	bshA	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03709	CDS	810	wbbD	2.4.1.303	COG0463	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03710	CDS	1020	lnpD	5.1.3.2		UDP-glucose 4-epimerase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03711	CDS	1407	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
Sample_Maccabi_Ecoli_SeqPlate10_A3_03712	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03713	CDS	978	wzzB		COG3765	Chain length determinant protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03714	CDS	612	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03715	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
Sample_Maccabi_Ecoli_SeqPlate10_A3_03716	CDS	738	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03717	CDS	591	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
Sample_Maccabi_Ecoli_SeqPlate10_A3_03718	CDS	1068	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
Sample_Maccabi_Ecoli_SeqPlate10_A3_03719	CDS	1071	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03720	CDS	1305	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03721	CDS	900	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03722	CDS	252	yefM		COG2161	Antitoxin YefM
Sample_Maccabi_Ecoli_SeqPlate10_A3_03723	CDS	255	yoeB	3.1.-.-	COG4115	Toxin YoeB
Sample_Maccabi_Ecoli_SeqPlate10_A3_03724	CDS	825	yeeZ		COG0451	Protein YeeZ
Sample_Maccabi_Ecoli_SeqPlate10_A3_03725	CDS	951	yhaJ_2			HTH-type transcriptional regulator YhaJ
Sample_Maccabi_Ecoli_SeqPlate10_A3_03726	CDS	1359	plaP		COG0531	Low-affinity putrescine importer PlaP
Sample_Maccabi_Ecoli_SeqPlate10_A3_03727	CDS	1005				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03728	CDS	228	yeeD		COG0425	Putative sulfur carrier protein YeeD
Sample_Maccabi_Ecoli_SeqPlate10_A3_03729	CDS	1428	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
Sample_Maccabi_Ecoli_SeqPlate10_A3_03730	CDS	1167	dacD	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
Sample_Maccabi_Ecoli_SeqPlate10_A3_03731	CDS	474	sbmC_2		COG3449	DNA gyrase inhibitor
Sample_Maccabi_Ecoli_SeqPlate10_A3_03732	CDS	1059	yeeA		COG1289	Inner membrane protein YeeA
Sample_Maccabi_Ecoli_SeqPlate10_A3_03733	CDS	330				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03734	CDS	195	yeeW_2			Protein YeeW
Sample_Maccabi_Ecoli_SeqPlate10_A3_03735	CDS	375	cbtA_2			Cytoskeleton-binding toxin CbtA
Sample_Maccabi_Ecoli_SeqPlate10_A3_03736	CDS	369	cbeA_2			Cytoskeleton bundling-enhancing antitoxin CbeA
Sample_Maccabi_Ecoli_SeqPlate10_A3_03737	CDS	222				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03738	CDS	477				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03739	CDS	1137				IS200/IS605 family transposase IS609
Sample_Maccabi_Ecoli_SeqPlate10_A3_03740	CDS	639	oapA		COG3061	Opacity-associated protein OapA
Sample_Maccabi_Ecoli_SeqPlate10_A3_03741	CDS	621	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03742	CDS	1404	cycA		COG1113	D-serine/D-alanine/glycine transporter
Sample_Maccabi_Ecoli_SeqPlate10_A3_03743	CDS	1164				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03744	CDS	1485				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03745	CDS	663	ytfE		COG2846	Iron-sulfur cluster repair protein YtfE
Sample_Maccabi_Ecoli_SeqPlate10_A3_03746	CDS	966	ytfF			Inner membrane protein YtfF
Sample_Maccabi_Ecoli_SeqPlate10_A3_03747	CDS	861	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
Sample_Maccabi_Ecoli_SeqPlate10_A3_03748	CDS	381	hxlR		COG1733	HTH-type transcriptional activator HxlR
Sample_Maccabi_Ecoli_SeqPlate10_A3_03749	CDS	1944	cpdB	3.1.3.6	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03750	CDS	741	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
Sample_Maccabi_Ecoli_SeqPlate10_A3_03751	CDS	558	ytfJ_2		COG3054	putative protein YtfJ
Sample_Maccabi_Ecoli_SeqPlate10_A3_03752	CDS	207				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03753	CDS	1344				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03754	CDS	639	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
Sample_Maccabi_Ecoli_SeqPlate10_A3_03755	CDS	1734	tamA		COG0729	Translocation and assembly module subunit TamA
Sample_Maccabi_Ecoli_SeqPlate10_A3_03756	CDS	3780	tamB		COG2911	Translocation and assembly module subunit TamB
Sample_Maccabi_Ecoli_SeqPlate10_A3_03757	CDS	342	ytfP		COG2105	Gamma-glutamylcyclotransferase family protein YtfP
Sample_Maccabi_Ecoli_SeqPlate10_A3_03758	CDS	531	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03759	CDS	957	ytfQ			ABC transporter periplasmic-binding protein YtfQ
Sample_Maccabi_Ecoli_SeqPlate10_A3_03760	CDS	1503	fruK	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
Sample_Maccabi_Ecoli_SeqPlate10_A3_03761	CDS	1023	ytfT			Inner membrane ABC transporter permease protein YtfT
Sample_Maccabi_Ecoli_SeqPlate10_A3_03762	CDS	996	yjfF			Inner membrane ABC transporter permease protein YjfF
Sample_Maccabi_Ecoli_SeqPlate10_A3_03763	CDS	999	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
Sample_Maccabi_Ecoli_SeqPlate10_A3_03764	CDS	1374	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03765	CDS	552				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03766	CDS	1353	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
Sample_Maccabi_Ecoli_SeqPlate10_A3_03767	CDS	387	cybC		COG3783	Soluble cytochrome b562
Sample_Maccabi_Ecoli_SeqPlate10_A3_03768	CDS	465	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03769	CDS	2139	nrdD	1.1.98.6		Anaerobic ribonucleoside-triphosphate reductase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03770	CDS	1656	treC	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03771	CDS	1422	treB		COG1263	PTS system trehalose-specific EIIBC component
Sample_Maccabi_Ecoli_SeqPlate10_A3_03772	CDS	948	treR		COG1609	HTH-type transcriptional regulator TreR
Sample_Maccabi_Ecoli_SeqPlate10_A3_03773	CDS	2697	mgtA	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
Sample_Maccabi_Ecoli_SeqPlate10_A3_03774	CDS	387	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03775	CDS	462	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
Sample_Maccabi_Ecoli_SeqPlate10_A3_03776	CDS	936	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
Sample_Maccabi_Ecoli_SeqPlate10_A3_03777	CDS	396	yjgH		COG0251	RutC family protein YjgH
Sample_Maccabi_Ecoli_SeqPlate10_A3_03778	CDS	714	bdcA		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03779	CDS	594	bdcR			HTH-type transcriptional repressor BdcR
Sample_Maccabi_Ecoli_SeqPlate10_A3_03780	CDS	453	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
Sample_Maccabi_Ecoli_SeqPlate10_A3_03781	CDS	975	yjgL_1			putative protein YjgL
Sample_Maccabi_Ecoli_SeqPlate10_A3_03782	CDS	354	yjgL_2			putative protein YjgL
Sample_Maccabi_Ecoli_SeqPlate10_A3_03783	CDS	231	yjgL_3			putative protein YjgL
Sample_Maccabi_Ecoli_SeqPlate10_A3_03784	CDS	1005	argI	2.1.3.3	COG0078	Ornithine carbamoyltransferase subunit I
Sample_Maccabi_Ecoli_SeqPlate10_A3_03785	CDS	417	rraB		COG3076	Regulator of ribonuclease activity B
Sample_Maccabi_Ecoli_SeqPlate10_A3_03786	CDS	504				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03787	CDS	1197	yjgN		COG4269	Inner membrane protein YjgN
Sample_Maccabi_Ecoli_SeqPlate10_A3_03788	CDS	2856	valS	6.1.1.9	COG0525	Valine--tRNA ligase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03789	CDS	444	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
Sample_Maccabi_Ecoli_SeqPlate10_A3_03790	CDS	1512	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03791	CDS	1101	lptF_2		COG0795	Lipopolysaccharide export system permease protein LptF
Sample_Maccabi_Ecoli_SeqPlate10_A3_03792	CDS	1083	lptG_2		COG0795	Lipopolysaccharide export system permease protein LptG
Sample_Maccabi_Ecoli_SeqPlate10_A3_03793	CDS	1503				hypothetical protein
Sample_Maccabi_Ecoli_SeqPlate10_A3_03794	CDS	999	gntR_2			HTH-type transcriptional regulator GntR
Sample_Maccabi_Ecoli_SeqPlate10_A3_03795	CDS	1320	idnT_1		COG2610	Gnt-II system L-idonate transporter
Sample_Maccabi_Ecoli_SeqPlate10_A3_03796	CDS	765	idnO	1.1.1.69		5-keto-D-gluconate 5-reductase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03797	CDS	1032		1.-.-.-		putative zinc-type alcohol dehydrogenase-like protein L498
Sample_Maccabi_Ecoli_SeqPlate10_A3_03798	CDS	564	gntK_2	2.7.1.12	COG3265	Thermoresistant gluconokinase
Sample_Maccabi_Ecoli_SeqPlate10_A3_03799	CDS	1020		1.-.-.-		putative zinc-type alcohol dehydrogenase-like protein L498
